rating,director,release_year,listed_in,title,country,duration,type,Cluster
8,1202,0.9411764705882354,233,7976,80,0,1,1
8,1311,0.9411764705882354,330,8224,34,12,0,0
5,1990,0.8823529411764707,361,91,80,211,0,2
8,4101,0.9411764705882354,5,472,36,191,0,2
6,2541,0.9411764705882354,216,4451,61,3,0,0
5,4071,0.7647058823529412,336,457,80,215,0,2
3,2683,0.7647058823529412,73,4242,36,18,0,0
6,3303,0.7058823529411765,288,8654,79,211,0,2
8,1829,0.9411764705882354,469,929,80,177,0,2
5,3776,0.5882352941176472,184,6117,80,213,0,2
8,2503,0.8823529411764707,290,3737,80,0,1,1
8,2983,0.9411764705882354,219,3494,29,4,0,0
10,1936,0.8823529411764707,120,1976,51,126,0,2
6,3976,0.823529411764706,199,737,67,218,0,2
10,1936,0.8823529411764707,120,1977,51,126,0,2
9,3128,0.9411764705882354,137,2745,1,6,0,0
8,3975,0.8823529411764707,317,3657,80,9,0,0
8,2279,0.9411764705882354,380,3807,68,110,1,3
5,2449,0.9411764705882354,308,4172,80,215,0,2
6,2752,0.8823529411764707,325,4608,76,41,0,0
10,1936,0.8823529411764707,120,6528,51,126,0,2
11,2048,0.9411764705882354,120,1357,10,200,0,2
8,2504,0.9411764705882354,469,4398,80,187,0,2
9,3853,0.9411764705882354,137,6342,52,72,0,0
8,73,0.7647058823529412,328,434,67,195,0,2
8,3633,0.9411764705882354,325,2855,29,27,0,0
8,794,0.8823529411764707,318,3276,20,200,0,2
8,3962,0.8823529411764707,287,4583,80,20,0,0
5,3237,0.9411764705882354,20,6465,80,16,0,0
8,905,0.9411764705882354,374,8194,70,15,0,0
6,4277,0.9411764705882354,22,571,29,75,0,0
9,4001,0.7058823529411765,331,139,49,28,0,0
8,4263,0.7647058823529412,216,398,51,7,0,0
8,2296,0.8823529411764707,217,8053,75,11,0,0
8,861,0.3529411764705883,325,673,59,99,0,0
8,3805,0.8823529411764707,287,4077,80,21,0,0
5,861,0.05882352941176472,325,7048,59,66,0,0
6,670,0.7058823529411765,390,8334,70,151,1,3
5,39,0.823529411764706,361,2544,80,8,0,0
10,2471,0.8823529411764707,130,4247,6,187,0,2
8,2597,0.9411764705882354,469,6743,80,176,0,2
6,414,0.8823529411764707,318,7350,29,42,0,0
8,4515,0.8823529411764707,325,8244,67,218,0,2
5,2518,0.411764705882353,336,8386,79,24,0,0
8,2885,0.9411764705882354,469,2379,80,176,0,2
10,2910,0.8823529411764707,120,1306,51,14,0,0
6,3927,0.8823529411764707,199,973,29,39,0,0
6,1496,0.9411764705882354,328,8337,51,200,0,2
8,2723,0.7058823529411765,343,2538,80,205,0,2
3,2670,0.411764705882353,137,3206,80,34,0,0
6,2387,0.7058823529411765,201,5259,80,205,0,2
6,4509,0.7647058823529412,328,5510,67,206,0,2
5,3212,0.17647058823529416,317,7920,80,70,0,0
8,4450,0.823529411764706,280,8382,20,213,0,2
8,3690,0.8823529411764707,287,8729,79,210,0,2
8,589,0.9411764705882354,336,449,80,12,0,0
5,1755,0.7647058823529412,308,6864,80,17,0,0
8,3129,0.6470588235294118,318,7842,51,47,0,0
6,4277,0.9411764705882354,22,397,29,75,0,0
11,2324,0.8823529411764707,66,5501,36,218,0,2
6,189,0.9411764705882354,511,6344,61,0,1,1
6,4216,0.7058823529411765,328,1693,49,6,0,0
8,4397,0.6470588235294118,325,2658,49,217,0,2
8,923,0.6470588235294118,198,6739,49,214,0,2
8,3048,0.7058823529411765,325,6842,49,4,0,0
6,3830,0.5882352941176472,368,8536,49,12,0,0
8,1767,0.9411764705882354,469,5434,80,164,0,2
9,3543,0.8823529411764707,138,2593,80,15,0,0
8,4264,0.8823529411764707,344,2722,80,212,0,2
8,2843,0.823529411764706,233,8230,10,0,1,1
8,3059,0.9411764705882354,318,6684,22,27,0,0
6,1818,0.8823529411764707,374,6909,29,4,0,0
5,1043,0.9411764705882354,343,7373,80,21,0,0
8,3938,0.9411764705882354,325,8674,29,22,0,0
9,2437,0.47058823529411775,218,5576,67,215,0,2
9,4218,0.823529411764706,135,8288,59,213,0,2
5,307,0.6470588235294118,336,1280,20,29,0,0
8,3351,0.8823529411764707,317,4635,80,5,0,0
5,3147,0.6470588235294118,27,4284,80,216,0,2
8,4261,0.7647058823529412,411,5185,49,0,1,1
5,3238,0.7058823529411765,343,6773,80,213,0,2
4,1775,0.7058823529411765,345,7144,80,213,0,2
10,430,0.7647058823529412,441,4686,51,188,0,2
0,3496,0.8823529411764707,124,235,79,205,0,2
8,3580,0.8823529411764707,328,1745,55,215,0,2
8,2833,0.7647058823529412,198,2366,56,144,0,2
8,3092,0.9411764705882354,219,3447,22,18,0,0
9,612,0.3529411764705883,218,4052,67,23,0,0
6,402,0.8823529411764707,328,5345,29,86,0,0
6,716,0.823529411764706,216,7169,49,3,0,0
9,4100,0.8823529411764707,2,2075,36,6,0,0
8,3159,0.8823529411764707,243,6367,75,0,1,1
9,3197,0.6470588235294118,219,2562,67,204,0,2
6,2790,0.9411764705882354,229,8010,80,5,0,0
5,514,0.7647058823529412,324,2791,80,4,0,0
9,265,0.9411764705882354,280,5666,44,189,0,2
6,259,0.8823529411764707,328,4220,30,216,0,2
8,270,0.823529411764706,324,2581,80,9,0,0
4,2356,0.8823529411764707,344,5503,80,206,0,2
8,2494,0.8823529411764707,331,6994,56,6,0,0
6,3843,0.8823529411764707,199,7952,29,48,0,0
6,2330,0.823529411764706,325,701,23,207,0,2
5,1821,0.9411764705882354,317,3150,80,7,0,0
6,2319,0.8823529411764707,330,3488,29,31,0,0
6,426,0.5882352941176472,273,2648,38,186,0,2
6,1709,0.8823529411764707,253,629,80,196,1,3
8,2095,0.9411764705882354,233,7582,80,0,1,1
8,2974,0.9411764705882354,288,8301,80,9,0,0
4,1669,0.9411764705882354,60,2082,80,217,0,2
3,3548,0.8823529411764707,205,2346,80,9,0,0
6,1477,0.9411764705882354,469,8034,80,175,0,2
6,1818,0.8823529411764707,374,6791,29,58,0,0
8,183,0.9411764705882354,331,7711,70,29,0,0
8,4446,0.7058823529411765,198,1536,80,204,0,2
6,3939,0.0,175,3208,29,106,0,0
5,3486,0.7647058823529412,441,3650,80,212,0,2
4,181,0.823529411764706,219,4196,10,214,0,2
11,4165,0.8823529411764707,428,4609,20,162,1,3
7,1222,0.8823529411764707,128,4618,47,200,0,2
8,1351,0.8823529411764707,47,6960,80,207,0,2
7,3939,0.0,327,8028,29,90,0,0
8,1587,0.9411764705882354,325,93,36,21,0,0
8,1804,0.7058823529411765,325,2642,20,204,0,2
6,3107,0.7647058823529412,198,2892,49,213,0,2
8,2346,0.9411764705882354,287,4621,80,203,0,2
8,3848,0.29411764705882354,469,3745,80,177,0,2
8,1008,0.823529411764706,325,1588,20,17,0,0
6,3410,0.9411764705882354,219,6252,29,28,0,0
6,1509,0.8823529411764707,198,6302,29,42,0,0
8,4371,0.9411764705882354,469,8364,29,192,0,2
3,2066,0.7647058823529412,317,4515,80,200,0,2
8,812,0.8823529411764707,318,243,74,68,0,0
8,1997,0.6470588235294118,374,1974,67,210,0,2
9,871,0.9411764705882354,219,382,80,217,0,2
8,150,0.9411764705882354,469,408,44,165,0,2
6,3344,0.9411764705882354,413,7167,74,0,1,1
8,3144,0.0,199,8546,81,218,0,2
8,2314,0.9411764705882354,469,2524,80,176,0,2
6,2516,0.8823529411764707,198,3665,29,21,0,0
6,1040,0.8823529411764707,199,4743,29,41,0,0
6,997,0.9411764705882354,317,8391,80,84,0,0
5,3929,0.5294117647058825,317,6903,80,211,0,2
8,4286,0.9411764705882354,343,168,80,28,0,0
6,678,0.8823529411764707,344,1868,80,194,0,2
3,4186,0.411764705882353,124,3139,80,215,0,2
8,3075,0.8823529411764707,317,3552,80,204,0,2
5,599,0.6470588235294118,331,4011,79,41,0,0
6,4474,0.8823529411764707,2,5028,36,10,0,0
5,938,0.6470588235294118,308,6535,79,29,0,0
6,3511,0.823529411764706,318,1256,29,215,0,2
8,3148,0.8823529411764707,331,2328,70,11,0,0
5,275,0.7647058823529412,372,4594,2,219,0,2
8,4423,0.8823529411764707,49,6930,80,6,0,0
8,963,0.9411764705882354,469,4031,80,181,0,2
8,3188,0.8823529411764707,39,8619,56,41,0,0
6,3996,0.823529411764706,273,946,80,170,0,2
8,2880,0.8823529411764707,199,4307,29,35,0,0
8,3946,0.9411764705882354,243,3503,29,0,1,1
5,4226,0.5882352941176472,38,4705,79,24,0,0
8,1104,0.9411764705882354,20,1258,80,217,0,2
5,996,0.7647058823529412,317,177,80,212,0,2
8,2604,0.9411764705882354,199,4120,70,5,0,0
6,4469,0.9411764705882354,219,455,44,210,0,2
6,2908,0.7647058823529412,328,2894,29,36,0,0
6,1150,0.823529411764706,325,635,30,9,0,0
9,4312,0.5882352941176472,216,1209,79,8,0,0
10,2627,0.17647058823529416,124,2649,80,194,0,2
11,2626,0.23529411764705882,124,2650,80,195,0,2
0,2625,0.29411764705882354,124,2651,68,194,0,2
8,362,0.9411764705882354,352,2698,29,55,0,0
8,2822,0.6470588235294118,469,3531,80,187,0,2
0,1941,0.0,132,3569,80,201,0,2
7,2471,0.8823529411764707,130,4245,6,199,0,2
8,1970,0.6470588235294118,0,5853,51,206,0,2
8,2141,0.9411764705882354,234,5052,70,0,1,1
5,1486,0.11764705882352944,329,5340,44,24,0,0
11,4151,0.823529411764706,66,5498,36,218,0,2
8,1150,0.7647058823529412,328,5520,30,5,0,0
5,4008,0.29411764705882354,184,5870,80,217,0,2
6,3432,0.8823529411764707,352,297,29,15,0,0
8,3947,0.8823529411764707,318,403,29,203,0,2
4,2015,0.8823529411764707,232,913,80,210,0,2
8,621,0.8823529411764707,184,3181,80,207,0,2
8,3081,0.823529411764706,216,7838,51,6,0,0
8,4486,0.8823529411764707,325,3160,36,27,0,0
8,288,0.5294117647058825,25,1085,67,5,0,0
6,1184,0.823529411764706,280,2194,0,189,0,2
8,1161,0.8823529411764707,318,6840,34,195,0,2
8,2391,0.8823529411764707,250,8692,80,110,1,3
5,4250,0.8823529411764707,47,2054,80,217,0,2
9,111,0.7647058823529412,74,2451,36,211,0,2
4,3620,0.8823529411764707,124,2818,80,216,0,2
5,1104,0.8823529411764707,36,3512,33,6,0,0
5,3888,0.7647058823529412,25,4278,20,215,0,2
4,1681,0.8823529411764707,357,6671,80,201,0,2
8,3108,0.6470588235294118,325,7127,79,10,0,0
6,3232,0.8823529411764707,218,1649,44,22,0,0
9,3466,0.8823529411764707,124,3600,80,186,0,2
8,1252,0.823529411764706,365,2356,51,200,0,2
5,998,0.8823529411764707,512,3487,80,210,0,2
10,2465,0.8823529411764707,149,742,1,204,0,2
9,4061,0.7647058823529412,216,4173,49,204,0,2
6,3108,0.5882352941176472,328,901,49,18,0,0
9,1331,0.6470588235294118,328,3465,49,51,0,0
4,1288,0.8823529411764707,308,7812,79,33,0,0
9,3585,0.8823529411764707,280,353,80,131,0,2
8,2638,0.8823529411764707,233,2042,79,0,1,1
8,3803,0.8823529411764707,469,5914,80,178,0,2
8,3074,0.823529411764706,198,6316,3,45,0,0
5,4228,0.6470588235294118,318,7032,79,27,0,0
6,2163,0.6470588235294118,199,789,29,43,0,0
8,3079,0.823529411764706,411,1713,49,0,1,1
6,1259,0.0,199,1979,29,98,0,0
8,4512,0.6470588235294118,199,1980,29,89,0,0
6,1259,0.11764705882352944,52,2034,29,82,0,0
6,1259,0.411764705882353,53,2035,29,58,0,0
6,2926,0.5294117647058825,22,2590,29,44,0,0
6,29,0.411764705882353,374,2634,29,44,0,0
9,4282,0.47058823529411775,80,2732,36,0,1,1
6,3449,0.17647058823529416,199,3133,29,24,0,0
6,1698,0.7647058823529412,219,3450,49,218,0,2
6,4344,0.3529411764705883,331,3710,29,44,0,0
9,1259,0.0,39,3959,29,98,0,0
6,4512,0.29411764705882354,328,4252,29,68,0,0
8,3884,0.7647058823529412,199,5526,23,7,0,0
6,31,0.23529411764705882,327,5882,29,48,0,0
6,1281,0.8823529411764707,128,3114,13,207,0,2
6,3449,0.47058823529411775,331,6711,29,50,0,0
8,3554,0.823529411764706,374,8741,49,207,0,2
6,4512,0.411764705882353,199,8745,29,66,0,0
5,2770,0.8823529411764707,36,116,80,36,0,0
8,3554,0.7058823529411765,216,252,49,219,0,2
8,637,0.7647058823529412,219,4896,67,3,0,0
6,3108,0.7058823529411765,219,5161,49,15,0,0
8,1093,0.8823529411764707,374,6809,74,215,0,2
6,3546,0.8823529411764707,233,7000,80,0,1,1
6,548,0.823529411764706,328,6195,51,10,0,0
8,3501,0.8823529411764707,469,3479,79,180,0,2
8,3889,0.8823529411764707,325,7716,29,53,0,0
6,3716,0.7647058823529412,216,2793,18,4,0,0
8,2347,0.8823529411764707,469,4551,80,175,0,2
9,3534,0.8823529411764707,124,172,80,137,0,2
5,4271,0.7647058823529412,345,3452,80,212,0,2
6,4047,0.8823529411764707,52,5983,29,87,0,0
4,173,0.8823529411764707,311,5096,6,217,0,2
6,451,0.7647058823529412,216,783,49,11,0,0
6,3173,0.7647058823529412,325,1389,51,10,0,0
5,3050,0.8823529411764707,308,4420,79,46,0,0
8,418,0.7647058823529412,5,5062,36,9,0,0
8,1194,0.7647058823529412,325,6375,49,20,0,0
8,2836,0.8823529411764707,413,6976,6,110,1,3
6,3108,0.7058823529411765,199,8612,49,212,0,2
9,3108,0.7647058823529412,199,8613,79,213,0,2
9,1984,0.8823529411764707,142,159,80,203,0,2
8,2438,0.8823529411764707,469,7971,80,170,0,2
3,2839,0.8823529411764707,130,163,80,204,0,2
9,4343,0.8823529411764707,219,736,29,34,0,0
5,2712,0.5882352941176472,343,1752,80,213,0,2
8,2879,0.8823529411764707,331,1863,55,214,0,2
6,3158,0.8823529411764707,219,3059,29,27,0,0
8,3820,0.8823529411764707,280,3434,1,11,0,0
6,2980,0.7647058823529412,328,3571,29,44,0,0
6,1391,0.7647058823529412,199,4328,79,43,0,0
9,1699,0.823529411764706,328,5638,29,46,0,0
6,4113,0.8823529411764707,140,6753,75,6,0,0
6,2933,0.7647058823529412,199,7961,29,42,0,0
8,4091,0.8823529411764707,282,8415,20,215,0,2
8,4283,0.6470588235294118,331,8576,59,33,0,0
7,2484,0.8823529411764707,280,2852,81,182,0,2
6,33,0.8823529411764707,199,7907,29,44,0,0
6,2696,0.8823529411764707,318,660,20,9,0,0
8,2920,0.823529411764706,222,1712,49,10,0,0
8,2143,0.8823529411764707,318,3272,20,199,0,2
8,2551,0.7058823529411765,325,3696,67,10,0,0
8,732,0.823529411764706,211,5397,49,15,0,0
8,3598,0.7647058823529412,25,6811,49,7,0,0
6,4212,0.823529411764706,331,7304,49,213,0,2
9,2409,0.8823529411764707,137,3106,80,214,0,2
5,1149,0.23529411764705882,36,1905,80,46,0,0
6,475,0.8823529411764707,219,2305,29,43,0,0
8,1168,0.8823529411764707,317,6910,10,9,0,0
5,2670,0.8823529411764707,308,7299,80,118,0,2
8,3826,0.8823529411764707,469,4576,80,204,0,2
10,3991,0.8823529411764707,120,6624,80,130,0,2
8,2863,0.823529411764706,216,3957,51,23,0,0
11,3321,0.8823529411764707,124,4113,51,184,0,2
6,3741,0.8823529411764707,39,5564,29,22,0,0
8,2660,0.8823529411764707,280,8518,70,205,0,2
5,3469,0.7647058823529412,343,6274,80,28,0,0
8,2102,0.8823529411764707,318,1234,20,217,0,2
8,4282,0.6470588235294118,5,2733,36,28,0,0
8,2974,0.8823529411764707,288,6245,80,24,0,0
6,2913,0.8823529411764707,131,7334,80,213,0,2
8,3066,0.8823529411764707,396,8755,44,0,1,1
8,1233,0.8823529411764707,273,1005,80,204,0,2
6,2150,0.8823529411764707,328,2058,29,43,0,0
7,2084,0.8823529411764707,283,4161,44,136,0,2
6,3381,0.8823529411764707,318,4357,29,40,0,0
8,4005,0.8823529411764707,469,3314,80,194,0,2
8,4194,0.8823529411764707,25,3438,19,213,0,2
8,3533,0.5882352941176472,469,3525,80,202,0,2
4,3752,0.6470588235294118,325,6597,79,10,0,0
5,1160,0.5294117647058825,345,7207,80,4,0,0
5,4399,0.8823529411764707,336,2145,79,10,0,0
6,145,0.8823529411764707,280,2206,13,190,0,2
9,2731,0.8823529411764707,147,2617,0,175,0,2
8,382,0.8823529411764707,39,2859,29,53,0,0
6,3858,0.8823529411764707,211,3172,29,8,0,0
8,809,0.8823529411764707,469,3533,80,173,0,2
9,2965,0.411764705882353,72,3662,36,15,0,0
3,3824,0.8823529411764707,124,3829,70,218,0,2
6,4314,0.823529411764706,280,6608,29,190,0,2
6,2538,0.5294117647058825,70,7162,36,158,0,2
8,1395,0.8823529411764707,469,2344,20,168,0,2
5,4223,0.29411764705882354,319,237,80,3,0,0
8,2059,0.8823529411764707,273,8012,80,206,0,2
4,2497,0.8823529411764707,200,4034,80,213,0,2
8,4443,0.8823529411764707,39,5354,20,214,0,2
6,3224,0.7058823529411765,374,8210,29,28,0,0
8,3297,0.8823529411764707,308,1271,80,194,0,2
6,4505,0.823529411764706,39,6213,12,21,0,0
7,2471,0.8823529411764707,130,4246,6,205,0,2
8,2988,0.8823529411764707,469,6179,80,176,0,2
5,442,0.7647058823529412,198,7435,80,218,0,2
8,2121,0.8823529411764707,328,8181,68,30,0,0
8,2232,0.8823529411764707,308,513,80,210,0,2
5,2409,0.8823529411764707,184,8258,80,203,0,2
6,2702,0.7058823529411765,273,4603,80,194,0,2
8,3168,0.8823529411764707,331,5271,29,6,0,0
11,3774,0.5882352941176472,124,167,80,183,0,2
9,3774,0.47058823529411775,130,997,80,183,0,2
10,3785,0.7647058823529412,120,2272,80,184,0,2
9,3438,0.7647058823529412,124,3044,80,199,0,2
10,3986,0.5294117647058825,124,3575,80,184,0,2
9,1917,0.7058823529411765,120,3900,80,183,0,2
9,4359,0.6470588235294118,124,4049,80,183,0,2
10,1196,0.3529411764705883,124,6925,80,204,0,2
10,4411,0.6470588235294118,124,7456,80,152,0,2
8,2614,0.8823529411764707,216,226,70,214,0,2
8,2567,0.8823529411764707,441,7251,44,147,0,2
9,1550,0.7647058823529412,308,1531,80,17,0,0
8,1714,0.823529411764706,184,1528,79,4,0,0
6,4126,0.8823529411764707,52,2107,29,24,0,0
8,1116,0.8823529411764707,273,2442,80,152,0,2
9,1218,0.8823529411764707,142,3108,80,204,0,2
3,2765,0.823529411764706,131,3111,80,212,0,2
9,554,0.8823529411764707,131,6047,80,211,0,2
5,1002,0.8823529411764707,308,7324,79,51,0,0
8,2586,0.8823529411764707,325,7450,34,10,0,0
8,1239,0.17647058823529416,280,7542,44,217,0,2
8,3584,0.7058823529411765,282,8760,44,207,0,2
8,2089,0.8823529411764707,469,2841,0,180,0,2
8,874,0.8823529411764707,241,5103,74,0,1,1
6,3166,0.7058823529411765,378,1227,68,0,1,1
8,3758,0.8823529411764707,328,4500,29,33,0,0
8,611,0.8823529411764707,469,630,80,178,0,2
9,1239,0.8823529411764707,280,145,44,136,0,2
7,2705,0.823529411764706,283,4101,79,111,0,2
8,3066,0.11764705882352944,399,8353,0,0,1,1
9,2825,0.8823529411764707,363,4869,51,176,0,2
8,3131,0.5882352941176472,331,1663,76,9,0,0
5,853,0.8823529411764707,196,2023,80,23,0,0
8,543,0.8823529411764707,273,3454,80,34,0,0
8,4498,0.8823529411764707,348,5734,80,204,0,2
8,2826,0.823529411764706,199,6850,72,214,0,2
4,284,0.8823529411764707,287,2153,80,200,0,2
6,1441,0.8823529411764707,349,5819,64,212,0,2
9,1618,0.8823529411764707,273,1802,80,166,0,2
6,4484,0.823529411764706,52,4461,26,11,0,0
8,1434,0.8823529411764707,289,3539,80,182,0,2
5,500,0.7058823529411765,24,2548,79,211,0,2
4,4172,0.823529411764706,331,6996,20,23,0,0
6,73,0.7647058823529412,219,18,67,205,0,2
8,1331,0.823529411764706,325,3334,49,219,0,2
8,813,0.8823529411764707,344,2218,80,218,0,2
6,4491,0.7647058823529412,219,4230,76,215,0,2
8,930,0.8823529411764707,199,6197,70,3,0,0
8,1105,0.7647058823529412,39,6737,49,4,0,0
8,1134,0.8823529411764707,273,6765,79,204,0,2
5,4019,0.8823529411764707,196,7378,80,216,0,2
6,4257,0.823529411764706,325,8297,49,219,0,2
11,3321,0.8823529411764707,124,4111,51,181,0,2
6,4289,0.8823529411764707,199,8302,29,17,0,0
6,1488,0.7647058823529412,311,8342,30,34,0,0
8,478,0.8823529411764707,273,2704,80,122,0,2
8,2408,0.8823529411764707,273,3994,80,194,0,2
8,2277,0.8823529411764707,469,5372,68,178,0,2
5,813,0.6470588235294118,344,6329,80,217,0,2
8,2461,0.823529411764706,288,7161,80,204,0,2
8,92,0.5882352941176472,243,1055,76,0,1,1
6,1806,0.8823529411764707,469,4430,10,177,0,2
8,2422,0.8823529411764707,325,6565,20,216,0,2
8,1506,0.7647058823529412,219,1282,76,7,0,0
8,4358,0.8823529411764707,343,2183,80,30,0,0
8,569,0.8823529411764707,512,2531,80,3,0,0
6,565,0.8823529411764707,325,6902,49,219,0,2
8,3920,0.8823529411764707,331,7145,36,63,0,0
6,2966,0.8823529411764707,365,2612,51,66,0,0
8,1059,0.8823529411764707,349,7279,70,5,0,0
4,1856,0.8823529411764707,336,347,80,9,0,0
6,2157,0.8823529411764707,343,3123,80,205,0,2
8,3649,0.8823529411764707,469,1925,80,186,0,2
6,259,0.823529411764706,328,4219,30,4,0,0
8,4316,0.8823529411764707,318,5073,29,12,0,0
8,3112,0.8823529411764707,219,1236,76,15,0,0
8,4364,0.8823529411764707,358,3348,10,5,0,0
9,4284,0.8823529411764707,124,3779,76,5,0,0
10,1693,0.8823529411764707,120,6631,80,130,0,2
8,2486,0.8823529411764707,219,5751,44,218,0,2
9,249,0.823529411764706,273,6014,80,192,0,2
6,2392,0.7058823529411765,378,1441,68,0,1,1
6,3629,0.823529411764706,328,2454,47,210,0,2
9,4387,0.7647058823529412,283,4081,29,173,0,2
8,3014,0.8823529411764707,469,5046,80,179,0,2
0,4024,0.0,124,5940,22,195,0,2
9,2545,0.8823529411764707,280,1747,36,157,0,2
0,1636,0.0,124,7675,80,199,0,2
5,3050,0.05882352941176472,198,7740,80,199,0,2
8,939,0.8823529411764707,255,2807,80,162,1,3
8,761,0.8823529411764707,469,4645,79,179,0,2
9,2545,0.8823529411764707,325,6692,36,210,0,2
9,1490,0.823529411764706,216,1913,76,5,0,0
8,1893,0.8823529411764707,341,3347,80,21,0,0
8,2118,0.8823529411764707,73,6589,80,154,0,2
6,2552,0.8823529411764707,328,4348,29,42,0,0
4,4437,0.5294117647058825,39,7194,26,11,0,0
6,449,0.8823529411764707,218,5155,29,56,0,0
7,3125,0.8823529411764707,280,1027,80,149,0,2
6,449,0.8823529411764707,218,5156,29,56,0,0
5,2794,0.8823529411764707,0,3384,80,9,0,0
8,4279,0.8823529411764707,469,3527,80,172,0,2
8,3368,0.8823529411764707,199,4381,29,64,0,0
8,374,0.823529411764706,211,8254,80,205,0,2
8,1047,0.29411764705882354,318,2012,29,28,0,0
8,3777,0.8823529411764707,184,949,80,201,0,2
8,2609,0.8823529411764707,97,1731,70,0,1,1
8,2273,0.8823529411764707,409,7237,70,0,1,1
8,483,0.823529411764706,216,8106,76,16,0,0
8,2856,0.8823529411764707,469,1008,80,182,0,2
8,3727,0.8823529411764707,328,3683,29,86,0,0
8,1878,0.8823529411764707,0,685,79,206,0,2
8,2564,0.47058823529411775,469,6124,80,192,0,2
9,4219,0.8823529411764707,282,4165,80,179,0,2
6,2842,0.11764705882352944,273,6526,80,214,0,2
6,449,0.8823529411764707,218,5154,29,69,0,0
9,3422,0.8823529411764707,280,7023,80,201,0,2
8,165,0.8823529411764707,273,3023,80,180,0,2
6,2340,0.823529411764706,216,4138,76,8,0,0
6,4141,0.8823529411764707,328,6224,12,10,0,0
9,3076,0.8823529411764707,131,6718,80,6,0,0
6,3066,0.8823529411764707,378,8540,68,0,1,1
8,3118,0.8823529411764707,280,2290,79,216,0,2
8,359,0.8823529411764707,331,634,29,32,0,0
8,2525,0.823529411764706,198,1349,29,52,0,0
6,4152,0.823529411764706,211,2165,29,42,0,0
6,4527,0.8823529411764707,219,3784,76,3,0,0
8,3652,0.8823529411764707,216,745,51,202,0,2
6,1260,0.7058823529411765,318,5986,52,35,0,0
6,0,0.8823529411764707,199,8434,29,213,0,2
8,3272,0.47058823529411775,280,2213,6,199,0,2
6,1558,0.11764705882352944,80,4962,36,208,1,3
8,3273,0.5882352941176472,318,5172,17,200,0,2
0,520,0.0,120,6481,80,159,0,2
6,90,0.8823529411764707,216,8242,78,215,0,2
8,1281,0.823529411764706,216,2415,13,211,0,2
9,653,0.7647058823529412,273,7678,79,159,0,2
9,136,0.8823529411764707,126,4543,11,5,0,0
6,3066,0.8823529411764707,445,6590,52,0,1,1
8,2077,0.823529411764706,374,8237,70,3,0,0
9,3597,0.8823529411764707,229,2354,80,218,0,2
6,4392,0.8823529411764707,311,3707,6,15,0,0
8,4407,0.8823529411764707,287,8108,80,203,0,2
8,3957,0.8823529411764707,469,1842,80,181,0,2
8,4468,0.7058823529411765,216,2105,26,212,0,2
9,3370,0.8823529411764707,199,3673,29,42,0,0
6,4060,0.823529411764706,216,4419,29,44,0,0
9,2928,0.8823529411764707,365,4478,12,27,0,0
6,3772,0.8823529411764707,318,5985,29,23,0,0
6,4011,0.8823529411764707,273,498,80,15,0,0
8,403,0.8823529411764707,352,2637,29,218,0,2
8,2119,0.823529411764706,368,7172,55,7,0,0
8,2094,0.8823529411764707,469,6308,79,166,0,2
8,403,0.8823529411764707,352,2638,29,218,0,2
8,403,0.8823529411764707,352,2636,29,218,0,2
4,4125,0.6470588235294118,466,6160,80,22,0,0
6,2828,0.8823529411764707,184,6208,80,3,0,0
8,2237,0.8823529411764707,216,7408,70,204,0,2
9,3066,0.8823529411764707,445,3233,80,0,1,1
6,3552,0.8823529411764707,469,1630,51,181,0,2
8,4356,0.8823529411764707,243,5990,29,110,1,3
8,743,0.8823529411764707,415,7981,74,0,1,1
8,1087,0.8823529411764707,469,8544,6,184,0,2
6,2570,0.8823529411764707,325,8309,29,24,0,0
8,321,0.8823529411764707,218,138,29,30,0,0
8,4382,0.8823529411764707,288,1312,80,213,0,2
8,130,0.823529411764706,280,2960,44,12,0,0
8,4,0.823529411764706,318,3509,29,10,0,0
11,1919,0.8823529411764707,129,5884,80,158,0,2
6,1876,0.8823529411764707,290,7116,80,0,1,1
8,657,0.8823529411764707,273,4275,51,202,0,2
8,3879,0.5882352941176472,378,5798,68,0,1,1
8,3879,0.47058823529411775,378,5799,68,0,1,1
6,4048,0.8823529411764707,374,768,29,22,0,0
8,1942,0.7058823529411765,469,7917,80,182,0,2
6,2521,0.6470588235294118,199,1709,55,19,0,0
8,2347,0.6470588235294118,469,3281,80,182,0,2
8,3848,0.5882352941176472,469,3561,80,193,0,2
8,542,0.823529411764706,288,6114,80,8,0,0
8,1913,0.7058823529411765,469,6125,80,178,0,2
8,148,0.8823529411764707,280,2260,80,173,0,2
8,1884,0.7647058823529412,325,5066,44,5,0,0
6,1222,0.7647058823529412,128,4617,47,199,0,2
6,4342,0.8823529411764707,325,8303,29,21,0,0
6,3275,0.823529411764706,318,4391,29,91,0,0
8,2597,0.8823529411764707,469,8558,80,173,0,2
8,1428,0.8823529411764707,343,7642,10,39,0,0
8,2046,0.823529411764706,318,1133,70,16,0,0
6,2879,0.8823529411764707,349,2168,55,3,0,0
8,3100,0.8823529411764707,208,2731,20,193,0,2
8,3807,0.8823529411764707,318,7726,0,213,0,2
8,2173,0.8823529411764707,273,7201,80,19,0,0
8,1786,0.823529411764706,469,1761,80,172,0,2
8,1790,0.823529411764706,469,1916,80,170,0,2
6,942,0.23529411764705882,32,6874,26,15,0,0
6,734,0.5294117647058825,216,7475,26,218,0,2
6,847,0.0,25,7811,26,9,0,0
8,4201,0.17647058823529416,52,8196,26,5,0,0
