rating,director,release_year,listed_in,title,country,duration,type,Cluster
5,2011,0.7647058823529412,184,147,80,7,0,0
6,3149,0.7058823529411765,318,149,29,7,0,0
3,1942,0.7058823529411765,340,150,80,214,0,2
3,3477,0.0,17,152,80,90,0,0
5,3959,0.0,170,165,79,46,0,0
5,3985,0.0,336,166,80,4,0,0
9,4222,0.6470588235294118,280,170,47,16,0,0
5,2655,0.7058823529411765,308,171,10,15,0,0
6,3455,0.7058823529411765,55,174,29,52,0,0
5,3610,0.47058823529411775,210,178,80,204,0,2
8,81,0.47058823529411775,216,208,18,218,0,2
8,1216,0.7647058823529412,273,184,80,213,0,2
5,2828,0.5294117647058825,206,185,80,204,0,2
6,4143,0.8823529411764707,345,187,80,198,0,2
7,1889,0.411764705882353,131,189,80,212,0,2
5,300,0.7058823529411765,512,193,80,216,0,2
8,748,0.823529411764706,273,196,80,205,0,2
5,1679,0.5882352941176472,343,210,78,32,0,0
4,807,0.5882352941176472,273,211,80,211,0,2
4,1956,0.0,185,213,80,200,0,2
8,2038,0.6470588235294118,325,214,47,16,0,0
8,2801,0.6470588235294118,343,215,79,212,0,2
5,2205,0.5294117647058825,321,220,80,214,0,2
9,2781,0.411764705882353,142,223,80,211,0,2
2,1576,0.411764705882353,469,227,10,156,0,2
8,1657,0.7058823529411765,374,228,29,11,0,0
4,394,0.411764705882353,325,232,31,30,0,0
5,1229,0.29411764705882354,210,234,80,9,0,0
9,2601,0.6470588235294118,317,239,80,207,0,2
4,2972,0.6470588235294118,325,245,33,218,0,2
5,2667,0.0,229,247,80,11,0,0
4,607,0.47058823529411775,184,249,80,212,0,2
3,54,0.0,336,258,80,5,0,0
8,2989,0.23529411764705882,39,260,29,6,0,0
6,1475,0.7647058823529412,273,262,80,211,0,2
3,428,0.823529411764706,120,265,80,15,0,0
8,3643,0.8823529411764707,344,272,10,193,0,2
5,588,0.823529411764706,0,325,10,205,0,2
3,3090,0.823529411764706,12,273,80,219,0,2
8,4526,0.411764705882353,328,707,76,29,0,0
8,2846,0.7647058823529412,216,286,29,62,0,0
9,704,0.5294117647058825,199,288,29,33,0,0
6,3318,0.411764705882353,325,293,29,77,0,0
6,2954,0.3529411764705883,325,294,29,20,0,0
6,4305,0.3529411764705883,199,296,29,42,0,0
9,411,0.6470588235294118,199,299,29,34,0,0
6,0,0.7058823529411765,220,303,29,40,0,0
9,2123,0.7647058823529412,379,305,68,110,1,3
11,694,0.47058823529411775,124,306,80,156,0,2
4,781,0.0,199,308,79,4,0,0
8,934,0.6470588235294118,325,312,0,210,0,2
8,186,0.7058823529411765,199,313,44,207,0,2
8,2103,0.6470588235294118,342,319,10,206,0,2
4,2101,0.17647058823529416,335,320,80,42,0,0
5,2870,0.47058823529411775,0,321,80,15,0,0
2,2533,0.3529411764705883,52,322,76,17,0,0
6,4161,0.5882352941176472,34,330,20,211,0,2
5,330,0.5294117647058825,318,334,1,16,0,0
6,3726,0.7647058823529412,346,336,29,219,0,2
2,2335,0.823529411764706,184,338,10,204,0,2
2,632,0.47058823529411775,273,350,80,213,0,2
8,615,0.823529411764706,273,351,80,205,0,2
8,353,0.23529411764705882,317,356,80,10,0,0
5,3030,0.47058823529411775,44,357,80,207,0,2
8,4150,0.823529411764706,308,360,79,212,0,2
6,3885,0.11764705882352944,328,374,29,29,0,0
5,204,0.47058823529411775,273,375,80,211,0,2
6,549,0.6470588235294118,318,383,29,34,0,0
6,17,0.0,366,384,29,65,0,0
9,681,0.7058823529411765,120,404,80,9,0,0
8,1424,0.823529411764706,282,406,70,5,0,0
8,3066,0.7647058823529412,115,361,79,0,1,1
8,3066,0.7647058823529412,216,401,18,214,0,2
3,2670,0.0,163,423,80,17,0,0
9,1677,0.7647058823529412,273,426,80,178,0,2
3,3799,0.823529411764706,132,431,80,210,0,2
6,4067,0.7058823529411765,273,433,71,207,0,2
5,1235,0.823529411764706,198,435,80,4,0,0
0,1102,0.0,120,440,32,203,0,2
8,4388,0.8823529411764707,374,442,70,201,0,2
7,722,0.7058823529411765,146,445,80,212,0,2
8,750,0.823529411764706,358,447,80,202,0,2
5,2029,0.11764705882352944,344,453,80,211,0,2
5,2720,0.823529411764706,0,454,79,3,0,0
5,4361,0.7058823529411765,308,463,79,6,0,0
5,2390,0.0,512,465,80,6,0,0
7,3497,0.5294117647058825,120,466,80,157,0,2
11,3497,0.5882352941176472,120,467,80,157,0,2
7,1465,0.7647058823529412,273,468,80,210,0,2
6,4272,0.8823529411764707,229,474,80,218,0,2
8,420,0.6470588235294118,199,479,79,212,0,2
9,377,0.7058823529411765,273,2427,80,212,0,2
6,2563,0.0,15,480,29,87,0,0
6,2263,0.411764705882353,325,481,18,32,0,0
8,721,0.7058823529411765,273,489,80,199,0,2
5,2777,0.7647058823529412,0,490,80,17,0,0
5,3700,0.0,308,491,80,29,0,0
6,584,0.7647058823529412,273,492,80,4,0,0
8,461,0.7647058823529412,273,495,80,167,0,2
9,3854,0.823529411764706,290,496,80,0,1,1
6,2656,0.823529411764706,273,497,80,167,0,2
8,4429,0.8823529411764707,512,500,10,219,0,2
5,3760,0.5882352941176472,36,501,10,215,0,2
5,4251,0.0,308,502,80,24,0,0
5,260,0.7058823529411765,317,503,79,76,0,0
8,3018,0.823529411764706,288,506,80,169,0,2
5,2678,0.0,186,512,80,5,0,0
8,1869,0.8823529411764707,308,516,80,9,0,0
5,406,0.6470588235294118,282,521,79,35,0,0
9,2164,0.5294117647058825,280,530,29,198,0,2
0,1101,0.0,120,526,80,198,0,2
0,3282,0.0,120,527,80,191,0,2
0,2353,0.0,120,528,80,191,0,2
0,2353,0.0,120,529,80,195,0,2
6,4390,0.47058823529411775,325,534,18,205,0,2
9,3235,0.823529411764706,309,537,80,217,0,2
8,1662,0.5882352941176472,199,541,18,203,0,2
8,433,0.7647058823529412,318,544,29,16,0,0
8,666,0.7647058823529412,200,546,70,18,0,0
5,4184,0.6470588235294118,317,558,80,210,0,2
5,2490,0.0,336,562,80,6,0,0
4,3263,0.0,184,568,80,8,0,0
8,3156,0.6470588235294118,318,570,29,7,0,0
6,3932,0.5294117647058825,331,585,29,34,0,0
9,3204,0.7058823529411765,120,586,80,212,0,2
9,2051,0.6470588235294118,280,1052,70,195,0,2
9,2088,0.7058823529411765,318,590,6,188,0,2
4,3274,0.823529411764706,28,594,80,23,0,0
8,3874,0.7647058823529412,216,595,18,15,0,0
11,317,0.823529411764706,120,596,51,180,0,2
8,2219,0.823529411764706,44,600,80,210,0,2
6,2557,0.17647058823529416,318,602,29,43,0,0
8,1014,0.7647058823529412,273,604,80,207,0,2
2,1682,0.7058823529411765,273,282,80,204,0,2
4,1449,0.411764705882353,357,608,80,205,0,2
3,786,0.6470588235294118,25,610,20,10,0,0
6,799,0.6470588235294118,317,612,80,195,0,2
6,2261,0.823529411764706,199,617,18,205,0,2
6,3003,0.411764705882353,199,624,30,18,0,0
4,1774,0.411764705882353,229,632,80,15,0,0
3,3755,0.411764705882353,124,633,79,218,0,2
5,1954,0.5882352941176472,358,637,80,213,0,2
4,1720,0.0,229,638,80,48,0,0
8,1977,0.8823529411764707,357,649,80,214,0,2
2,4058,0.7058823529411765,39,653,68,42,0,0
8,2873,0.7058823529411765,288,654,80,199,0,2
6,1772,0.823529411764706,340,656,10,211,0,2
6,2761,0.47058823529411775,219,285,80,29,0,0
6,1005,0.5882352941176472,280,664,79,5,0,0
6,1249,0.7058823529411765,211,665,11,206,0,2
9,2876,0.0,273,674,79,161,0,2
5,1352,0.5882352941176472,372,680,7,15,0,0
4,343,0.823529411764706,60,687,80,62,0,0
8,2419,0.7647058823529412,282,688,71,217,0,2
6,337,0.7058823529411765,330,702,29,36,0,0
6,99,0.5294117647058825,318,708,29,219,0,2
6,4523,0.05882352941176472,325,730,76,17,0,0
5,137,0.11764705882352944,317,732,20,53,0,0
8,3878,0.7058823529411765,280,739,29,176,0,2
2,2074,0.7058823529411765,199,741,6,215,0,2
2,48,0.5882352941176472,348,748,10,212,0,2
8,955,0.8823529411764707,324,750,80,217,0,2
5,2812,0.6470588235294118,343,751,1,210,0,2
5,2770,0.0,20,754,80,24,0,0
5,2770,0.0,20,755,80,57,0,0
8,969,0.7647058823529412,512,762,64,201,0,2
8,3683,0.7058823529411765,287,763,80,201,0,2
6,4054,0.11764705882352944,325,767,29,211,0,2
6,2137,0.8823529411764707,308,769,80,22,0,0
0,3916,0.0,137,778,80,194,0,2
0,3285,0.0,120,779,80,191,0,2
0,3285,0.0,120,780,80,194,0,2
8,1504,0.7647058823529412,368,781,52,59,0,0
6,638,0.6470588235294118,219,782,76,6,0,0
5,4511,0.7647058823529412,198,785,80,214,0,2
3,982,0.411764705882353,273,3576,80,195,0,2
2,12,0.6470588235294118,24,786,80,215,0,2
8,4114,0.3529411764705883,52,788,75,29,0,0
8,2568,0.0,325,793,75,10,0,0
6,62,0.29411764705882354,219,798,75,33,0,0
8,2042,0.6470588235294118,283,833,70,29,0,0
6,3384,0.29411764705882354,325,801,29,215,0,2
8,2724,0.7647058823529412,280,804,1,4,0,0
10,2338,0.5294117647058825,120,806,80,190,0,2
10,58,0.3529411764705883,120,814,80,190,0,2
10,4503,0.6470588235294118,120,815,80,190,0,2
10,2169,0.6470588235294118,120,816,80,201,0,2
10,286,0.7058823529411765,120,813,80,195,0,2
11,4424,0.3529411764705883,120,817,80,188,0,2
10,1243,0.411764705882353,120,818,80,198,0,2
10,839,0.7058823529411765,120,819,80,191,0,2
10,1243,0.47058823529411775,120,820,80,191,0,2
10,840,0.7647058823529412,120,821,80,188,0,2
4,2332,0.6470588235294118,20,826,80,219,0,2
6,1226,0.5294117647058825,216,829,11,211,0,2
9,3399,0.0,53,831,29,79,0,0
5,1030,0.0,232,712,80,6,0,0
5,3214,0.0,183,834,80,35,0,0
4,951,0.823529411764706,287,839,80,205,0,2
9,1604,0.0,163,848,29,32,0,0
6,3674,0.0,318,851,29,28,0,0
8,2430,0.6470588235294118,273,853,80,15,0,0
3,2067,0.7058823529411765,202,854,80,206,0,2
7,4383,0.5294117647058825,280,858,22,166,0,2
4,2753,0.0,216,859,79,207,0,2
4,2869,0.0,185,871,80,199,0,2
4,626,0.0,184,872,80,189,0,2
6,76,0.23529411764705882,199,875,30,191,0,2
6,2261,0.7058823529411765,216,874,18,219,0,2
4,2097,0.17647058823529416,336,879,79,28,0,0
3,54,0.23529411764705882,124,880,80,3,0,0
3,1296,0.7058823529411765,273,888,80,217,0,2
6,2208,0.6470588235294118,280,892,36,8,0,0
8,2190,0.7647058823529412,285,893,80,3,0,0
8,3387,0.7058823529411765,328,897,29,20,0,0
6,346,0.6470588235294118,283,898,79,219,0,2
8,371,0.7058823529411765,318,908,10,211,0,2
8,49,0.8823529411764707,362,915,80,210,0,2
3,1911,0.0,137,918,80,3,0,0
7,1911,0.0,120,917,80,131,0,0
6,1506,0.47058823529411775,221,922,76,219,0,2
10,3392,0.823529411764706,120,976,29,178,0,2
9,4133,0.7647058823529412,273,945,80,7,0,0
9,1076,0.05882352941176472,328,952,29,59,0,0
6,2262,0.3529411764705883,219,953,18,17,0,0
6,4110,0.5882352941176472,216,935,51,218,0,2
6,4077,0.5294117647058825,283,960,80,218,0,2
6,2536,0.823529411764706,318,965,29,27,0,0
6,3335,0.11764705882352944,219,969,29,63,0,0
6,3335,0.17647058823529416,331,978,29,58,0,0
8,3408,0.0,352,979,29,19,0,0
6,1758,0.7647058823529412,318,980,29,30,0,0
8,1935,0.7647058823529412,184,987,80,205,0,2
4,1057,0.0,184,988,80,213,0,2
3,3865,0.0,124,990,80,206,0,2
5,3784,0.823529411764706,0,991,80,33,0,0
8,2180,0.7647058823529412,273,996,17,210,0,2
3,3620,0.7647058823529412,124,1001,80,215,0,2
5,3015,0.0,287,1002,79,11,0,0
2,3848,0.3529411764705883,469,1007,80,180,0,2
5,3982,0.0,318,1019,79,15,0,0
9,4385,0.823529411764706,276,1020,80,181,0,2
8,1644,0.7647058823529412,325,1022,29,34,0,0
6,1365,0.6470588235294118,326,1024,29,40,0,0
8,1179,0.823529411764706,211,1030,10,206,0,2
5,2607,0.7647058823529412,198,1031,80,217,0,2
6,1512,0.7058823529411765,25,1032,83,21,0,0
8,2850,0.823529411764706,243,1034,70,0,1,1
6,4064,0.47058823529411775,199,1036,29,22,0,0
8,2633,0.8823529411764707,308,1038,80,195,0,2
5,3507,0.0,36,1045,80,54,0,0
4,3645,0.823529411764706,60,1056,80,44,0,0
8,1874,0.7647058823529412,0,1059,80,206,0,2
5,853,0.17647058823529416,317,1060,80,21,0,0
8,2666,0.7647058823529412,331,1061,0,211,0,2
4,1356,0.5294117647058825,273,1066,80,201,0,2
4,901,0.6470588235294118,512,1067,80,210,0,2
5,1230,0.823529411764706,320,1071,80,36,0,0
5,502,0.7058823529411765,342,1076,80,27,0,0
3,1038,0.6470588235294118,120,1083,1,211,0,2
8,2117,0.7647058823529412,211,1086,20,203,0,2
5,1807,0.7058823529411765,52,1090,20,206,0,2
5,4134,0.0,308,1098,80,30,0,0
1,21,0.5294117647058825,318,1101,20,95,0,0
4,4440,0.5294117647058825,198,1102,80,218,0,2
5,2417,0.7058823529411765,184,1105,80,210,0,2
5,1866,0.5294117647058825,362,1107,80,210,0,2
8,3498,0.7647058823529412,324,1179,10,202,0,2
4,2406,0.0,20,1108,22,214,0,2
5,1062,0.3529411764705883,321,1109,80,17,0,0
8,468,0.7647058823529412,273,1112,10,203,0,2
8,1864,0.823529411764706,273,1119,80,217,0,2
7,1795,0.6470588235294118,120,1122,10,159,0,2
8,1177,0.7647058823529412,273,1123,17,219,0,2
6,3375,0.0,175,1125,29,81,0,0
6,1354,0.823529411764706,283,1128,79,219,0,2
6,581,0.7058823529411765,273,1129,32,9,0,0
6,1404,0.7647058823529412,322,1134,80,212,0,2
3,645,0.23529411764705882,124,1136,80,219,0,2
6,171,0.7647058823529412,273,1145,80,207,0,2
8,1839,0.6470588235294118,216,1146,47,206,0,2
5,390,0.0,17,1150,80,16,0,0
8,2158,0.0,39,1156,29,195,0,2
8,1375,0.7647058823529412,288,1170,80,204,0,2
6,1398,0.7058823529411765,280,1173,79,190,0,2
3,215,0.5294117647058825,120,1184,6,198,0,2
8,779,0.7058823529411765,229,1182,80,204,0,2
8,2783,0.823529411764706,338,1192,80,210,0,2
3,3799,0.17647058823529416,124,1194,80,5,0,0
6,687,0.5294117647058825,233,1197,80,0,1,1
8,1906,0.7058823529411765,210,1198,80,212,0,2
8,3951,0.6470588235294118,281,1208,29,199,0,2
8,3909,0.823529411764706,342,1211,1,21,0,0
5,3467,0.05882352941176472,362,1216,80,15,0,0
4,3536,0.7647058823529412,184,1228,80,215,0,2
5,348,0.29411764705882354,343,1233,80,42,0,0
8,2467,0.7647058823529412,52,1239,12,27,0,0
9,4381,0.7058823529411765,124,1242,10,211,0,2
9,4381,0.7647058823529412,124,1243,10,210,0,2
9,4381,0.7647058823529412,124,1244,10,210,0,2
8,2878,0.823529411764706,52,1253,30,6,0,0
7,262,0.7058823529411765,280,1254,47,189,0,2
8,1001,0.823529411764706,362,1259,80,218,0,2
4,3990,0.3529411764705883,336,1266,80,24,0,0
8,2013,0.7647058823529412,273,1267,80,192,0,2
8,2379,0.823529411764706,318,1270,68,58,0,0
8,677,0.7647058823529412,49,1274,80,214,0,2
6,916,0.0,178,1277,80,11,0,0
5,935,0.7058823529411765,318,1759,5,19,0,0
5,4265,0.7058823529411765,358,1291,80,218,0,2
6,308,0.5882352941176472,330,1296,30,63,0,0
8,3077,0.7058823529411765,219,1297,0,194,0,2
8,407,0.823529411764706,199,1300,79,32,0,0
6,2517,0.6470588235294118,325,1301,29,33,0,0
10,2910,0.7647058823529412,120,1305,51,14,0,0
10,2910,0.7647058823529412,120,1307,51,122,0,2
6,665,0.5882352941176472,249,1316,44,0,1,1
8,3783,0.7058823529411765,196,1318,80,7,0,0
7,2443,0.7647058823529412,126,1319,80,7,0,0
5,3262,0.5882352941176472,317,1321,80,22,0,0
4,1545,0.0,229,1325,80,4,0,0
5,518,0.0,269,1330,80,219,0,2
6,2140,0.8823529411764707,273,1336,20,6,0,0
9,3069,0.7647058823529412,199,1338,29,33,0,0
8,2643,0.7058823529411765,325,1345,32,212,0,2
6,740,0.23529411764705882,325,1350,55,40,0,0
5,4206,0.6470588235294118,333,1359,79,24,0,0
5,598,0.0,171,1360,80,218,0,2
4,4516,0.29411764705882354,357,1362,80,203,0,2
5,2709,0.47058823529411775,184,1363,80,202,0,2
4,2664,0.11764705882352944,0,1368,79,55,0,0
8,4435,0.0,39,1369,26,32,0,0
8,4435,0.0,39,1370,26,11,0,0
2,3480,0.0,173,1376,80,11,0,0
6,3839,0.6470588235294118,273,1380,12,190,0,2
3,572,0.3529411764705883,124,1383,80,200,0,2
9,9,0.823529411764706,280,1384,10,191,0,2
8,1572,0.7058823529411765,57,1387,50,193,0,2
9,3886,0.47058823529411775,280,1391,29,68,0,0
4,3008,0.0,308,1394,80,21,0,0
9,1542,0.5882352941176472,311,1396,29,33,0,0
6,15,0.3529411764705883,199,1399,29,36,0,0
6,972,0.0,219,1400,29,41,0,0
6,4295,0.7647058823529412,199,1401,52,23,0,0
7,385,0.3529411764705883,280,1410,22,205,0,2
3,1080,0.823529411764706,308,1411,80,215,0,2
6,1369,0.7058823529411765,328,1412,30,204,0,2
4,1949,0.7647058823529412,308,1413,80,9,0,0
3,4185,0.05882352941176472,124,1418,79,20,0,0
4,2748,0.0,20,1420,80,9,0,0
0,710,0.0,121,1422,80,214,0,2
9,972,0.5294117647058825,218,1426,29,28,0,0
5,2260,0.0,186,1427,80,18,0,0
11,3907,0.823529411764706,441,1465,51,178,0,2
8,4436,0.7647058823529412,39,1432,26,36,0,0
9,1983,0.7058823529411765,287,1431,80,219,0,2
6,1494,0.6470588235294118,318,1434,29,21,0,0
11,409,0.823529411764706,120,1466,51,177,0,2
11,3900,0.823529411764706,441,1468,51,177,0,2
5,575,0.47058823529411775,358,1452,80,206,0,2
11,3394,0.8823529411764707,120,1470,29,17,0,0
6,364,0.7647058823529412,216,1486,29,18,0,0
0,2631,0.05882352941176472,124,1487,80,200,0,2
8,3048,0.823529411764706,199,1491,49,218,0,2
5,4227,0.0,269,1493,80,205,0,2
8,2488,0.7647058823529412,469,1502,51,178,0,2
8,4112,0.7647058823529412,52,1501,12,16,0,0
2,482,0.47058823529411775,318,1505,80,8,0,0
0,2225,0.0,122,1506,79,56,0,0
5,416,0.29411764705882354,362,1507,80,216,0,2
8,283,0.7647058823529412,287,1513,80,198,0,2
3,844,0.5882352941176472,205,1520,80,219,0,2
9,2623,0.47058823529411775,229,1526,10,205,0,2
7,1385,0.6470588235294118,142,1532,80,206,0,2
3,1924,0.0,124,1534,80,219,0,2
3,2575,0.823529411764706,126,1535,80,7,0,0
5,1663,0.11764705882352944,331,1537,0,7,0,0
6,2909,0.7647058823529412,216,1546,52,23,0,0
9,1604,0.0,165,1547,29,34,0,0
4,3216,0.29411764705882354,47,1558,80,12,0,0
5,1289,0.0,318,1563,6,39,0,0
8,3236,0.7058823529411765,331,1566,79,15,0,0
8,3020,0.8823529411764707,287,1569,80,206,0,2
4,2464,0.3529411764705883,60,1571,80,9,0,0
9,1476,0.0,308,1573,80,211,0,2
8,1210,0.823529411764706,184,1572,80,6,0,0
3,1689,0.0,14,1579,80,207,0,2
4,1326,0.11764705882352944,231,1581,80,11,0,0
8,770,0.7647058823529412,287,1586,80,31,0,0
5,1948,0.5294117647058825,343,1590,79,216,0,2
5,2432,0.47058823529411775,31,1591,22,87,0,0
5,3101,0.5882352941176472,325,1593,20,31,0,0
4,2710,0.23529411764705882,47,1596,80,203,0,2
4,4166,0.05882352941176472,342,1606,80,46,0,0
4,2406,0.17647058823529416,20,1619,80,211,0,2
9,4375,0.7647058823529412,211,1623,29,27,0,0
6,3773,0.7058823529411765,198,1633,29,23,0,0
5,1299,0.6470588235294118,318,1637,22,15,0,0
6,2238,0.23529411764705882,325,1640,29,19,0,0
5,4497,0.7058823529411765,343,1642,10,17,0,0
9,3545,0.7647058823529412,273,1647,80,212,0,2
8,3408,0.0,39,1650,29,46,0,0
8,857,0.7058823529411765,343,1652,79,202,0,2
8,1873,0.7058823529411765,283,1655,16,166,0,2
5,3955,0.5294117647058825,319,1656,80,216,0,2
8,4315,0.5882352941176472,352,1660,83,17,0,0
5,1396,0.7647058823529412,288,1662,32,210,0,2
8,3131,0.5882352941176472,331,1664,76,9,0,0
6,3408,0.23529411764705882,38,1667,29,21,0,0
6,22,0.5882352941176472,325,1670,51,217,0,2
6,4030,0.0,173,1676,80,34,0,0
3,2015,0.7647058823529412,124,1679,10,216,0,2
3,1577,0.29411764705882354,120,1682,80,4,0,0
6,1760,0.823529411764706,343,1689,10,206,0,2
8,498,0.7058823529411765,280,1678,51,157,0,2
7,2764,0.7058823529411765,278,1698,80,191,0,2
5,3195,0.0,317,1704,80,17,0,0
8,2303,0.7058823529411765,198,1290,29,15,0,0
4,304,0.0,54,1740,74,27,0,0
5,1103,0.7647058823529412,344,1746,80,210,0,2
5,4495,0.5294117647058825,273,1754,80,200,0,2
6,703,0.6470588235294118,39,1775,29,23,0,0
8,1551,0.6470588235294118,349,1777,76,65,0,0
3,1376,0.0,308,1779,80,22,0,0
3,3998,0.0,124,1784,80,213,0,2
8,222,0.8823529411764707,319,1785,80,200,0,2
2,3143,0.6470588235294118,46,1786,0,20,0,0
6,2001,0.7647058823529412,325,1787,29,63,0,0
8,3371,0.6470588235294118,318,1788,80,6,0,0
5,1809,0.5294117647058825,319,1789,80,22,0,0
9,1837,0.7647058823529412,325,1794,22,3,0,0
8,3291,0.7058823529411765,318,1801,22,186,0,2
8,583,0.6470588235294118,287,1812,80,6,0,0
4,3594,0.0,0,1813,80,11,0,0
8,77,0.7058823529411765,331,1820,29,211,0,2
5,177,0.7058823529411765,343,1822,79,213,0,2
5,1432,0.6470588235294118,331,1827,80,18,0,0
7,1466,0.7647058823529412,273,2091,80,154,0,2
8,3330,0.0,352,1831,29,21,0,0
6,3172,0.7058823529411765,325,1833,29,28,0,0
2,2100,0.0,174,1839,79,17,0,0
8,236,0.7647058823529412,317,1857,80,192,0,2
9,1130,0.823529411764706,216,1858,47,199,0,2
5,3051,0.6470588235294118,273,1859,80,15,0,0
8,4220,0.823529411764706,184,1866,79,210,0,2
6,4118,0.11764705882352944,360,1869,29,217,0,2
6,940,0.823529411764706,343,1871,80,204,0,2
4,1050,0.7058823529411765,198,1877,80,214,0,2
6,4115,0.7058823529411765,198,1879,29,201,0,2
12,694,0.47058823529411775,124,1880,80,155,0,2
9,1769,0.411764705882353,229,1884,10,212,0,2
5,2994,0.3529411764705883,184,1891,80,213,0,2
5,1541,0.7647058823529412,344,1888,80,206,0,2
8,823,0.7647058823529412,373,1895,79,167,0,2
8,1342,0.823529411764706,343,1936,51,206,0,2
8,303,0.0,374,1903,29,68,0,0
6,2221,0.7058823529411765,273,1906,80,195,0,2
5,1058,0.823529411764706,358,1914,80,216,0,2
2,655,0.5882352941176472,280,1917,17,219,0,2
5,790,0.823529411764706,0,1921,80,50,0,0
5,4134,0.0,469,1922,80,177,0,2
8,3702,0.7647058823529412,358,1937,80,192,0,2
6,2900,0.7647058823529412,52,1943,18,219,0,2
5,808,0.7058823529411765,512,1944,79,217,0,2
6,2789,0.8823529411764707,512,1947,80,205,0,2
8,3658,0.7058823529411765,325,1948,19,11,0,0
8,824,0.7647058823529412,357,1949,10,214,0,2
9,4054,0.0,325,1952,29,30,0,0
6,1642,0.17647058823529416,25,1954,29,35,0,0
6,1537,0.823529411764706,55,1963,12,41,0,0
9,495,0.7647058823529412,273,1969,79,213,0,2
2,515,0.6470588235294118,325,1971,20,216,0,2
4,2390,0.0,0,1973,79,42,0,0
6,2322,0.0,327,1981,29,90,0,0
4,1793,0.3529411764705883,184,1988,80,20,0,0
6,736,0.0,52,1997,26,210,0,2
8,4210,0.7647058823529412,273,2001,80,16,0,0
6,504,0.7647058823529412,512,2004,80,205,0,2
5,2997,0.29411764705882354,55,2005,67,17,0,0
4,993,0.0,178,2016,80,112,0,0
8,3203,0.7058823529411765,343,2018,80,213,0,2
9,3289,0.8823529411764707,120,2030,80,210,0,2
3,713,0.5882352941176472,137,2031,80,10,0,0
5,598,0.8823529411764707,374,2033,17,207,0,2
6,2528,0.6470588235294118,210,2036,80,201,0,2
4,1753,0.6470588235294118,184,2037,80,216,0,2
5,4280,0.3529411764705883,344,2038,80,219,0,2
8,4161,0.6470588235294118,34,2039,20,215,0,2
8,4161,0.7058823529411765,34,2040,20,206,0,2
6,4161,0.7647058823529412,34,2041,20,214,0,2
5,659,0.7058823529411765,349,2045,79,213,0,2
8,909,0.7058823529411765,280,2046,79,213,0,2
5,2857,0.7058823529411765,198,2047,80,212,0,2
5,2872,0.0,343,2050,80,34,0,0
5,290,0.05882352941176472,47,2053,79,8,0,0
10,3392,0.823529411764706,120,2083,29,183,0,2
6,4435,0.0,25,2064,26,214,0,2
4,1979,0.23529411764705882,309,2065,80,7,0,0
9,2509,0.7647058823529412,273,2067,80,214,0,2
3,557,0.0,124,2071,80,200,0,2
3,3787,0.823529411764706,124,2072,20,204,0,2
4,3520,0.0,60,2078,80,6,0,0
4,836,0.6470588235294118,60,2079,80,217,0,2
3,1112,0.0,60,2080,80,202,0,2
4,3187,0.7647058823529412,60,2081,80,218,0,2
8,4276,0.7647058823529412,281,2092,22,212,0,2
9,3452,0.7647058823529412,280,2104,22,207,0,2
6,74,0.5882352941176472,318,2120,52,213,0,2
6,1151,0.0,39,2121,29,75,0,0
4,4279,0.0,184,2122,80,203,0,2
6,1185,0.7058823529411765,273,2135,79,166,0,2
3,952,0.5882352941176472,148,2141,80,211,0,2
3,339,0.6470588235294118,308,2146,80,9,0,0
4,4413,0.3529411764705883,229,2149,80,212,0,2
4,3648,0.3529411764705883,336,2151,80,50,0,0
8,620,0.0,469,2155,80,184,0,2
6,102,0.823529411764706,328,2167,29,65,0,0
6,1536,0.6470588235294118,325,2171,29,31,0,0
9,4054,0.29411764705882354,318,2174,29,27,0,0
8,3953,0.0,331,2175,29,43,0,0
5,3292,0.47058823529411775,0,2210,80,8,0,0
6,2729,0.7647058823529412,280,2188,82,24,0,0
6,2141,0.7647058823529412,280,2202,70,9,0,0
8,477,0.11764705882352944,371,2214,47,109,0,0
7,1945,0.7058823529411765,273,2227,79,210,0,2
5,3804,0.8823529411764707,340,2225,80,12,0,0
6,1245,0.5882352941176472,280,2231,20,213,0,2
9,2017,0.6470588235294118,273,2234,79,5,0,0
8,2827,0.7058823529411765,358,2235,80,200,0,2
9,3514,0.7058823529411765,325,2240,30,190,0,2
8,1614,0.6470588235294118,280,2232,51,212,0,2
9,3039,0.7058823529411765,280,2230,51,161,0,2
9,1265,0.7058823529411765,135,2198,51,195,0,2
8,2996,0.7058823529411765,327,2241,1,214,0,2
6,2278,0.5882352941176472,280,2244,10,205,0,2
4,1464,0.11764705882352944,229,2245,80,11,0,0
6,101,0.0,318,2247,29,63,0,0
5,960,0.47058823529411775,0,2250,80,12,0,0
5,1053,0.5294117647058825,362,2252,10,211,0,2
6,1855,0.7058823529411765,273,2256,80,213,0,2
8,1763,0.823529411764706,321,2259,10,203,0,2
5,3541,0.0,14,2261,26,6,0,0
4,1115,0.6470588235294118,337,2264,80,5,0,0
5,2328,0.0,41,2266,80,10,0,0
8,4433,0.0,198,2274,56,206,0,2
2,135,0.0,189,2277,0,215,0,2
6,2584,0.7058823529411765,328,2279,44,3,0,0
5,4313,0.823529411764706,326,2284,34,15,0,0
3,4232,0.17647058823529416,127,2288,80,216,0,2
5,3215,0.0,356,2293,79,216,0,2
8,3570,0.8823529411764707,324,2295,80,218,0,2
5,394,0.8823529411764707,331,2296,70,42,0,0
